स्काइपीको भिडियो कल रिसिभ गर्दा स्मार्टफोनका गोप्य डाटा खतरामा ! (भिडियोसहित),"['जुन गतिमा प्रविधिबाट हाम्रो निर्भरता बढिरहेको छ, त्यसैगरी यसका नकारात्मक असरहरु पनि देखिन थालेका छन् ।', 'पछिल्लो समयमा इन्टरनेट प्रयोगकर्ताका निजी डाटाहरु छताछुल्ल हुने कैयन् घटनाहरु सार्वजनिक हुन थालेका छन् । यस्तोमा कुनैपनि इन्टरनेट प्रयोगकर्ताका लागि आफ्ना अनलाइन डाटाहरु सुरक्षित राख्नु ठूलो चुनौतिको रुपमा खडा भएको छ ।', 'यस्तो होइन कि केवल असुरक्षित एपहरुको प्रयोगले मात्र खतरा उत्पन्न गर्दछ । कतिपय निकै लोकप्रिय तथा चर्चित र सुरक्षित मानिएका एपहरुमा पनि प्रयोगकर्ताको डाटा पूर्णरुपमा सुरक्षित छैन ।', 'यही क्रममा चर्चित भिडियो कलिङ्ग एप स्काइपीसँग सम्बन्धित ताजा घटना सार्वजनिक भएको छ ।', 'स्काइपीको एन्ड्रोइड एपका माध्यमबाट स्मार्टफोनलाई अनलक नगरिकनै प्रयोगकर्ताको व्यक्तिगत डाटा चोरी भएको दाबी गरिएको छ ।', 'युरोपेली मुलुक कोशोभोका एकजना साइबर विशेषज्ञले एउटा भिडियोमार्फत यस्तो दाबी गरेका छन् । भिडियोमा उनले स्काइपी कल रिसिभ गरेपश्चात् स्मार्टफोन अनलक नगरिकनै मेसेज पठाउने देखि लिएर ग्यालेरी ओपन गर्न सकिने तथ्य देखाएका छन् ।', 'उनका अनुसार एकदिन अचानक उनले स्काइपी कल रिसिभ गरेसँगै आफ्नो स्क्रिन अनलक नगरीकनै फोन भित्रका विभिन्न फोल्डर्स, कन्ट्याक्ट डिटेल्स हेर्न सक्नुका साथै अन्य एप तथा ब्राउजर समेत प्रयोग गर्न सकियो । जबकी फोनभित्रमा त्यस्ता सामाग्रीमा एक्सेस गर्नका लागि पहिले स्क्रिन अनलक गर्नु पर्दथ्यो ।', 'उनले मानिसहरुलाई सचेत बनाउनका लागि एउटा भिडियो तयार पारेर सार्वजनिक गरेका छन् । उक्त भिडियो सार्वजनिक गर्नुअघि उनले गत अक्टोबरमा माइक्रोसफ्ट कम्पनीलाई प्रेषित गरेका थिए ।', 'स्काइपीको भिडियो कल रिसिभ गर्दा फोनको स्क्रिन आफै अनलक हुने यस्तो\xa0समस्या माइक्रोसफ्टले डिसेम्बर महिनामा नै समाधान गरेको बताइए पनि यस बारेमा केही बताएको छैन ।', 'हेरौं भिडियो', '']"
फेक पोष्टविरुद्ध फेसबुकले सुरु गर्‍यो कारवाही,"['फेक न्यूज तथा अफवाहहरु भाइरल हुने गुनासा तथा उजुरीहरु तथा यस्ता घटनाहरुका कारण आलोचित बनिरहेको फेसबुकले बेलायतमा यसविरुद्ध लड्न सहकार्य सुरु गरेको छ ।', 'बेलायतको स्वतन्त्र च्यारिटी संस्था फुल फ्याक्टसँगको सहकार्यमा फेसबुकले फेक न्यूजविरुद्धको संघर्ष सुरु गरेको हो ।', 'समाचार अनुसार अब फेसबुकले आफ्नो सोसल नेटवर्कमा आउने फेक न्यूज तथा पोष्टहरुविरुद्ध सत्यता परीक्षण अर्थात् फ्याक्ट चेकिङ्गको कारवाही सुरु गर्नेछ ।', 'यसअघि द गार्जियनमा एउटा खबर छापिएको थियो, जसमा फेसबुकले यस्तो सहकार्यमार्फत् सोसल नेटवर्कमा आउने सामग्रीको सत्यताको तथ्य जाँच र समीक्षा गर्ने उल्लेख गरिएको छ । तथ्य जाँचकीको टोलीले फेसबुकमा भाइरल हुने तस्वीर, भिडियो तथा तथ्यहरुको जाँच गर्नेछ र त्यस्ता सामाग्रीहरु झूट तथा अफवाह भए नभएको पत्ता लगाउनेछ ।', 'यसरी जाँच हुँदा कुनै पनि पोष्टहरु अफवाह तथा झूटो भएको पाइएमा त्यसबारेमा सम्बन्धित फेसबुक प्रयोगकर्तालाई जानकारी गराइनेछ । यद्यपि, फेसबुक प्रयोगकर्तालाई त्यस्ता सामग्री पढ्ने तथा शेयर गर्नबाट रोक्ने प्रणाली भने फेसबुकले बनाउने छैन ।', 'यद्यपि, फेसबुकको न्यूजफिड एल्गोरिदमले पनि फेक सामग्रीहरुलाई धेरै प्रयोगकर्तासम्म पुग्नबाट रोक्ने गर्दछ । फ्याक्ट चेकिंग लामो काम हो र यसका लागि जाँचकीहरुको टोलीले आफ्नो स्तरबाट काम सुरु गरिसकेको बताइएको छ ।', 'एजेन्सी']"
कन्जुमर इलेक्ट्रोनिक्स शो: किन हटाइयो महिला सेक्स टोय ?,"['अमेरिकाको लस भेगासमा आयोजित सन् २०१९ को कन्जुमर इलेक्ट्रोनिक्स शो (सीईएस) बाट महिलाका लागि डिजाइन गरिएको एउटा सेक्स टोयलाई प्रतिबन्धित गरिएको छ ।', 'इन्नोभेसन अवार्ड प्राप्त गरेसँगै सीईएसमा प्रदर्शनीका लागि आमन्त्रित भएको ओसे भाइब्रेटर नामक रोबोटिक सेक्स टोयलाई सीईएसको आयोजक कन्जुमर टेक्नोलोजी एसोसिएसनले प्रदर्शनीबाट हटाएको हो ।', 'लोरा डिकार्लो कम्पनीले निर्माण गरेको उक्त भाइब्रेटर अश्लील भएको र भुलवस त्यसलाई प्रदर्शनीमा समावेश गरिएकोमा पहिलो दिनमै हटाइएको आयोजकको भनाइ छ ।', 'आयोजकले भनेको छ, ‘यो प्रडक्ट हाम्रो विद्यमान कुनै पनि प्रडक्ट क्याटेगोरीमा पर्दैन । त्यसैले यो सामान स्वीकार्य हुँदैन ।’', 'आयोजकले यसका लागि निर्माता कम्पनीसँग माफी पनि मागेको छ ।', 'तर निर्माता कम्पनी लोरा डी कार्लोले भने सीईएस आयोजकले महिलामुखी धेरै विद्युतीय सामाग्री निषेध गरेको आरोप लगाएको छ ।', 'लोरा डी कार्लोका प्रमुख कार्यकारी लोरा ह्याडोकले सीईएस आयोजकले लंैगिक विभेद गरेको आरोप लगाएका छन् ।', 'कम्पनीका अनुसार आयोजकले महिलाका लागि बढी लक्षित गरिएको दुईवटा रोबोटिक भ्याकुम क्लिनर, रोबोटिक स्केटबोर्ड, चार प्रकारका बच्चाका खेलौना तथा सपिङमा सघाउने रोबोटलगायतका सामान पनि प्रदर्शनीमा सहभागी गराउन दिएन ।', 'प्रतिबन्धित गरिएको भाइब्रेटर रोबोटिक तथा ड्रोन क्याटेगोरीमा पर्ने दाबी उसको छ । ओरेगन स्टेट विश्वविद्यालयको रोबोटिक्स ल्याबसँगको सहयोगमा उक्त भाइब्रेटर निर्माण गरिएको र विभिन्न ८ वटा पेटेन्ट अधिकारका लागि पनि दाबी गरिएको कम्पनीको भनाइ छ ।', 'कम्पनीकी प्रमुख ह्याडोकका अनुसार आयोजकले पुरुषका लागि काम लाग्ने सेक्स रोबोट तथा भिआर पोर्नलाई भने प्रदर्शनीमा ठाउँ दिएको छ ।', 'समारोह स्थलबाट सेक्स भिडियो भर्चुअल रियालिटी पोर्न कक्षसम्मका लागि आगन्तुकलाई बसको व्यवस्था समेत गरिएको छ ।', 'सीईएसमा रोबोटिक भाइब्रेटरलाई प्रवेश नदिएपछि सोसल मिडियामा महिला अधिकारकर्मीहरु आक्रोसित बनेका छन् । ट्वीटरमा#CESGenderBiasह्यासट्याग ट्रेण्डिङ बनेको छ ।', 'बीबीसी']"
यी हुन् विश्वमा अहिलेसम्म धेरै बिक्री भएका १० मोबाइल फोन,"['विश्वमा मोबाइल फोनको प्रयोग भएदेखि यता अहिलेसम्म सबैभन्दा धेरै बिक्री भएको मोबाइल फोन कुन होला ? सामसुङ र एप्पलका पछिल्ला मोडेलका चर्चित स्मार्टफोन दुनियामा सबैभन्दा धेरै बिकेका मोबाइल फोन हुन् भन्ने तपाईंले सोच्नुभएको छ भने तपाईं गलत हुनुहुन्छ । विश्वमा अहिलेसम्म सबैभन्दा धेरै बिक्री भएका स्मार्टफोनको सूचीमा टप टेनसम्म सामसुङको ग्यालेक्सी एस वा नोट सिरिज र नयाँ आइफोनका मोडेल कुनै पर्दैनन् ।', 'आखिर विश्वमा अहिलेसम्म धेरै बिक्री भएका मोबाइल फोन कुन् हुन् त ? टपटेन सूची यस्तो छः', '१. नोकिया ११००ः नोकियाको ११०० मोडेलको यो मोबाइल फोन विश्वको मोबाइल फोनको इतिहासमा अहिलेसम्म सबैभन्दा धेरै बिक्री भएको मोबाइल फोन हो । सन् २००३ मा लञ्च भएको यो मोबाइल फोन अहिलेसम्म २५ करोड भन्दा धेरै बिक्री भएको छ ।', '', '२. नोकिया १११०ः विश्वमा अहिलेसम्म सबैभन्दा धेरै बिक्री भएको मोबाइल फोनको दोस्रो नम्बरमा नोकियाको १११० मोडेलको मोबाइल फोन रहेको छ । त्यो फोनमा न त क्यामरा थियो, न त कुनै फेन्सी डिजाइन । तर पनि यो फोन झण्डै २५ करोडको हाराहारीमा बिक्री भइसकेको छ ।', '३. आइफोन सिक्स र सिक्स प्लसः आइफोनको सिक्स सिरिजका यी दुई स्मार्टफोन विश्वमा अहिलेसम्म सबैभन्दा धेरै बिक्री हुने स्मार्टफोन हुन् । आइफोन सिक्स र सिक्स प्लस अहिलेसम्म २२ करोड गोटाभन्दा धेरै बिक्री भैसकेका छन् । सन् २०१४ मा आइफोन सिक्स र सिक्स प्लस एप्पलले लञ्च गरेको थियो ।', '४. नोकिया ३२१०ः नोकियाको ३२१० मोडेलको मोबाइल फोन सन् १९९९ मा लञ्च भएको थियो । त्यस समयमा फोनको प्रयोग केवल कल गर्न र मेसेज पठाउन मात्र हुन्थ्यो । मजबुत तथा विभिन्न रङका उपलब्ध नोकिया ३२१० निकै लोकप्रिय र सफल भयो । नोकिया ३२१० अहिलेसम्म १५ करोडभन्दा बढी बिक्री भैसकेको छ ।', '', '५. नोकिया १२००ः नोकिया १२०० को सबैभन्दा महत्वपूर्ण फिचर भनेको यसको ब्याट्री लाइफ नै थियो । यस फोनको टकटाइम ७ घण्टा तथा स्टाण्डबाई टाइम ३९० घण्टा थियो । उक्त फोनमा फ्लास लाइट पनि उपलब्ध थियो । सन् २००३ मा लञ्च भएको यो मोबाइल फोन पनि १५ करोडको हाराहारीमा बिकेको थियो ।', '६. नोकिया ६६००ः उक्त फोनको डिजाइनले नै यसलाई विशेष बनाएको थियो । सन् २००३ मा सार्वजनिक भएको यो फोन त्यसबेलाको महंगो फोन थियो । तर पनि नोकिया ६६०० झण्डै १५ करोडको हाराहारीमा बिक्री भयो ।', '७. नोकिया ५२३०ः नोकियाको ५२३० पहिलो स्मार्टफोन पनि हो । ३.२ इन्चको टचस्क्रिन भएको उक्त मोबाइल फोनमा २ मेगापिक्सेलको क्यामरा तथा १२८ एमबीको र्याम थियो । नोकिया ५२३० पनि १५ करोड गोटा बिकेको थियो ।', '८. सामसुङ इ ११००ः यो मोबाइल फोन सन् २००९ मा लञ्च भएको थियो । १.५२ इन्चको डिस्प्ले रहेको उक्त फोनमा १ एमबी इन्टरनल स्टोरेज थियो । निकै बलियो हुनुका साथै ब्याट्री लाइफसमेत बढी भएको यो मोबाइल फोन पनि झण्डै १५ करोड गोटा बिकेको थियो ।', '', '९. नोकिया २६००ः सन् २००४ मा नोकियाले ल्याएको यो मोबाइल फोनमा डेढ इन्चको डिस्प्ले थियो । निकै सुन्दर तथा बलियो बडी रहेको उक्त मोबाइल फोनको मूल्य पनि सस्तो भएको हुनाले निकै लोकप्रिय बन्यो । उक्त फोन झण्डै साढे १३ करोड गोटा बिकेको थियो ।', '१०. मोटोरोला रेजर भी थ्री: यो सबैभन्दा धेरै बिक्रि भएको पट्याउन मिल्ने फ्लिप फोन हो । आफ्नो समयमा यो आइकन नै थियो । यो फोन पनि १३ करोड भन्दा धेरै बिकेको थियो ।', 'एजेन्सी']"
आउँदैछ ६ वटा क्यामरा भएको नोकियाको विश्वकै पहिलो स्मार्टफोन,"['पछाडिको भागमा ५ वटा क्यामरा भएको विश्वकै पहिलो स्मार्टफोन आउँदो जनवरीमा लञ्च हुने भएको छ ।', 'नोकिया ब्राण्डको स्वामित्व लिएको कम्पनी एचएमडी ग्लोबलले नोकिया नाइन प्योर भ्यू नामक स्मार्टफोन ल्याउने योजना बनाएको बताइएको छ ।', 'जनवरी महिनाको अन्तिम हप्ता नोकियाको यो फ्लागसीप स्मार्टफोन सार्वजनिक हुने अनुमान गरिएको छ ।', 'निकट भविष्यमा लञ्च हुने उक्त स्मार्टफोनको डिजाइन तथा स्पेसिफिकेसन्सका बारेमा विभिन्न खुलासाहरु भैसकेका छन् ।', 'नोकिया नाइन प्योर भ्यूको मुख्य विशेषता भनेको यसमा ५ वटा रियर क्यामरा हुनेछन् ।', 'फोनको ब्याकसाइडमा रहने ती ५ क्यामरामध्ये दुईवटा १२–१२ मेगापिक्सेलका हुनेछन् । त्यस्तै अरु दुईवटा १६–१६ मेगापिक्सेलका हुनेछन् भने पाँचौँ क्यामरा ८ मेगापिक्सेलको हुनेछ । क्यामरा सेटअपमा एलइडी फ्लास तथा आइआर सेन्सर वा लेजर अटोफोकस हुनसक्ने बताइएको छ ।', 'त्यस्तै यो स्मार्टफोनमा सेल्फी क्यामेरा १२ मेगापिक्सेलको हुनेछ ।', 'स्मार्टफोनको डिस्प्ले ६ इन्चको हुनेछ भने ८ जिबीको र्याम र २५६ जिबी स्टोरेज रहनेछ ।', 'नोकियाको यो स्मार्टफोनमा क्वालकोम स्नापड्रागन ८४५ प्रोसेसर हुने बताइएको छ । तथापि प्रयोगकर्तालाई सरप्राइज दिनेगरी नोकियाले एचएमडी ग्लोबलको नेक्स्ट जेनेरेसन स्नापड्रागन ८५५ एसओसी प्रोसेसरको प्रयोग पनि हुनसक्ने बताइएको छ ।', 'समाचार अनुसार, यो स्मार्टफोनको मूल्य चीनमा ४ हजार ७९९ युआन हुनेछ । जसको नेपाली मूल्य झण्डै ८० हजार हुनेछ ।', 'एजेन्सी']"
यो हो विश्वमा सबैभन्दा धेरै रि-ट्वीट भएको ट्वीट,"['नयाँ वर्ष सन् २०१९ सुरु भएको एक हप्ता बितिसकेको छ । यो सात दिन भित्रमा एउटा नयाँ विश्व कीर्तिमान कायम भएको छ ।', 'यो नयाँ रेकर्ड विश्वमा एउटा ट्वीट अहिलेसम्मकै सबैभन्दा धेरै पटक रि-ट्वीट भएको छ ।', 'जापानका अर्वपति युसाकु मेजावाले गरेको एउटा ट्वीटले विश्वमा अहिलेसम्मकै बढी रिट्वीट प्राप्त गरेको हो ।', 'उनको उक्त ट्वीट यो खबर तयार पार्दासम्म ४३ लाख पटक रि-ट्वीट गरिएको छ । यसअघि सबैभन्दा धेरै रि-ट्वीट गरिएको ट्वीटको रेकर्ड कार्टर विल्करसनको नाममा थियो । उनको ट्वीट झण्डै ३७ लाख पटक रि-ट्वीट भएको थियो ।', 'युसाकु जापानको सबैभनदा ठूलो अनलाइन फेसन रिटेलर जोजो टाउनका संस्थापक हुन् । उनले जनवरी ५ मा एउटा ट्वीट गरे जापानी भाषामा ।', 'ZOZOTOWN新春セールが史上最速で取扱高100億円を先ほど突破！！日頃の感謝を込め、僕個人から100名様に100万円【総額1億円のお年玉】を現金でプレゼントします。応募方法は、僕をフォローいただいた上、このツイートをRTするだけ。受付は1/7まで。当選者には僕から直接DMします！#月に行くならお年玉pic.twitter.com/cKQfPPbOI3', '— Yusaku Maezawa (MZ) 前澤友作 (@yousuck2020)January 5, 2019', '', 'त्यसमा लेखिएको थियो, जोजो टाउनको नयाँ वर्षको सेल इतिहासकै सबैभन्दा तिव्र रहेको छ र अहिलेसम्म हामीले १० बिलियन येनको सामान बेचेका छौँ । यसका लागि आभार व्यक्त गर्दै तपाइँमध्ये एकसय जना व्यक्तिलाई १ सय मिलियन येन नगद दिनेछु । आवेदन गर्नका लागि मेरो ह्याण्डल फलो गर्नुस् र यो ट्वीटलाई रिटि्वट गर्नुस् ।’', '१ सय मिलियन पुरस्कार पाउने भनेपछि मानिसहरु उनको ट्वीटलाई रिट्वीट गर्न तछाड मछाड गरेका छन् । जसका कारण त्यो टुवीट अहिलेसम्म ४३ लाख जनाले रिट्वीट गरिसकेका छन् । साथै ११ लाखले लाइक तथा पौने तीन लाखले कमेन्ट गरेका छन् ।', 'स्मरण रहोस् युसाकु उनै व्यक्ति हुन् जसले सन् २०२३ मा चन्द्रमामा जाने योजना बनाएका छन् ।', 'यसअघि एउटा ट्वीटमा सबैभन्दा धेरै रिट्वीट पाउने व्यक्ति कार्टर विल्करसनको नाममा थियो । कार्टरको फूड चेन कम्पनी वेन्डीलाई मेन्सन गर्दै गरेको ट्वीट झण्डै ३७\xa0लाख पटक रि ट्वीट गरिएकेा थियो ।', 'HELP ME PLEASE. A MAN NEEDS HIS NUGGSpic.twitter.com/4SrfHmEMo3', '— Carter Wilkerson (@carterjwm)April 6, 2017', '', 'कार्टरले ट्वीटमा वेन्डीसँग सोधेका थिए कि १ वर्षका लागि सित्तैमा चिकेन नगेट खानका लागि कतिपटक रि ट्वीट गर्नुपला ? ट्वीटको जवाफमा कम्पनीले १८ मिलियन अर्थात् १ करोड ८० लाख पटक रि ट्वीटको माग गर्यो । तर अहिलेसम्म त्यो संख्या पुगेको छैन । जम्मा ३७ लाख मात्रले अहिलेसम्म उनको ट्वीट रिट्वीट गरेका छन् ।एजेन्सी']"
हुवावेको आम्दानी १ खर्ब डलर नाघ्ने,"['पछिल्लो समय चीन र अमेरिकाबीचको व्यापार युद्धको तारो बनिरहेको चिनियाँ इलेक्ट्रोनिक्स कम्पनी हुवावेले वार्षिक आम्दानीमा छलाङ मारेको छ ।', 'सन् २०१८ मा हुवावेको कूल आयमा २१ प्रतिशतले वृद्धि भई १ खर्ब ९ अर्ब डलर पुग्ने देखिएको छ ।', 'हुवावेका अध्यक्ष गुओ पिंगले नयाँ वर्षको उपलक्ष्यमा कर्मचारीहरुलाई सम्बोधन गर्दै यस्तो जानकारी गराएका हुन् । उनका अनुसार यो वर्ष हुवावेले २६ वटा फाइभ जी कन्ट्रयाक्ट प्राप्त गरेको छ भने यो वर्ष हुवावेका स्मार्टफोनको बिक्री २० करोड गोटा पुग्नेछ ।', 'यो महिनाको सुरुमै हुवावेले आफ्नो वार्षिक आय १ खर्ब डलर नाघ्ने घोषणा गरेको थियो । विश्वभर २६ वटा व्यवसायिक फाइभ जी नेटवर्कको जिम्मा लिएको हुवावे सबैभन्दा ठूलो फाइभ जी भेन्डर पनि बनेको छ ।', 'स्मरण रहोस् हुवावे विश्वको सबैभन्दा ठूलो टेलिकम उपकरण निर्माता हो भने दोस्रो ठूलो स्मार्टफोन बिक्रेता पनि हो ।', 'तर यसका डिभाइसमार्फत चीनले जासूसी गरेको भन्दै अमेरिका, अष्ट्रेलिया तथा न्युजिल्याण्डलगायतका देशले हुवावेका डिभाइसमा प्रतिबन्ध लगाएसँगै यो कम्पनीमाथि अन्तर्राष्ट्रिय दबाव बढिरहेको छ । तर हुवावेले भने आफूमाथि बेइजिङको कुनै प्रभाव नभएको बारम्बार दाबी गर्दै आएको छ ।', 'डिसेम्बरको सुरुवातमा कम्पनीकी प्रमुख वित्तीय अधिकृत साब्रिना मेंग अमेरिकी अधिकारीहरुको उजुरीका आधारमा क्यानडामा पक्राउ परेसँगै हुवावे कम्पनी पछिल्लो समय झनै चर्चामा आएको छ ।', '७३ लाख अमेरिकी डलर धरौटीमा डिसेम्बर ११ मा मेंग रिहा भए पनि चीनले बदलास्वरुप दुईजना क्यानेडालीलाई पक्राउ गरेको थियो ।', 'एक समाचार अनुसार अमेरिकी कम्पनीहरुलाई चिनियाँ कम्पनीहरु हुवावे र जेडटिइले निर्माण गरेका विद्युतीय उपकरणहरु प्रयोगमा बन्देज लगाउने कार्यकारी आदेश ह्वाइट हाउसले जारी गर्ने तयारी गरेको छ । यसले हुवावे कम्पनीको आय तथा विश्व व्यापारमा धक्का लाग्ने अनुमान गरिएको छ ।', 'एजेन्सी']"
एक वर्षसम्म फेसबुक नचलाउँदा १ हजार डलर पुरस्कार,"['आफ्नो फेसबुक अकाउन्टलाई एक वर्षसम्म निस्क्रिय पार्नका लागि एकजना फेसबुक प्रयोगकर्ताका लागि औषतमा १ हजार डलर दिनुपर्ने एक अध्ययनले देखाएको छ ।', 'प्लस वन जर्नलमा छापिएको शोधमा फेसबुकको बजार मूल्यको आधारमा प्रयोगकर्ताको मूल्यांकन गरिएको थियो ।', 'अमेरिकाको टफ्ट्स विश्वविद्यालयका शोधकर्ताहरुले प्रयोगकर्तालाई कम्तीमा एक दिन वा बढीमा एक वर्षसम्म आफ्नो फेसबुक अकाउन्ट बन्द गर्नका लागि कति रकम तिर्नुपर्दछ भनी बोलकबोल गरेका थिए ।', 'विश्वभर झण्डै दुई अर्ब प्रयोगकर्ता रहेको फेसबुक प्रयोगकर्ताले निःशुल्क रुपमा चलाउँदै आएका छन् । तर एकजना प्रयोगकर्ताको अकाउन्ट यदि एक वर्षसम्म बन्द गर्न लगाउने हो भने झण्डै १ हजार डलर तिर्नुपर्नेछ ।', 'मानिसहरुले फेसबुकमार्फत जुन सुविधा सित्तैमा लिइरहेका छन् यदि त्यसलाई मौद्रिक मूल्यमा गणना गर्ने हो भने त्यो वार्षिक कम्तीमा पनि एक हजार डलर बराबरको हुन आउँदछ ।', 'शोधकर्ताहरुले विभिन्न तीनवटा क्षेत्रमा नमूना छनोट गरी अकाउन्टको बोलकबोल गरेका थिए । कलेजका विद्यार्थीका दुईवटा नमूनाका साथै एउटा सर्वसाधारण र अर्को अनलाइन नमूना लिइएको थियो ।', 'त्यसक्रममा फेसबुक प्रयोगकर्तालाई उनीहरुको फेसबुक अकाउन्ट निश्चित समयका लागि बन्द गरिने, त्यस अवधिका लागि उनीहरुले फेसबुक चलाउन नपाउने र त्यसका लागि उनीहरुले मागे अनुरुपको पैसा भुक्तानी गरिने बताइएको थियो । आफ्नो अकाउन्ट बन्द गरेबापत सबैभन्दा धेरै रकम माग गर्नेमा विद्यार्थीहरु थिए ।', 'बोलकबोलमा समावेश गराइएका धेरैले एक वर्षसम्म फेसबुक नचलाएर बस्नु आफ्नो लागि असम्भव रहेको बताएका थिए ।', 'यस अध्ययनले फेसबुकका प्रति प्रयोगकर्ताको जुन मूल्य देखाएको छ, त्यो फेसबुक कम्पनीको वास्तविक मूल्यको तुलनामा गणना गर्दा निकै बढी हो । फेसबुक कम्पनीको बजार मूल्य ४ सय २० अर्ब डलरलाई यसका २ अर्ब २० करोड प्रयोगकर्तामा बाँड्ने हो भने त्यो झण्डै प्रति व्यक्ति १९० डलर हुन आउँछ । यो रकम उल्लेखित अध्ययनमा फेसबुक प्रयोगकर्ताले बोलकबोल गरेको आफ्नो वार्षिक मूल्यको झण्डै एक चौथाइ मात्र हो ।', 'एजेन्सी']"
नेपाल टेलिकमको प्रबन्ध निर्देशकमा तीन जनाको नाम सिफारिस,"['२० पुस, काठमाडौं । नेपाल टेलिकमको प्रबन्ध निर्देशक पदका लागि ३ जनाको नाम सिफारिस भएको छ । प्रवन्ध निर्देशक बन्न ११ जनाले आवेदन दिएकोमा डिल्लीराम अधिकारी, संगीता पहाडी अर्याल र बुद्धिप्रसाद आचार्यको नाम सिफारिस भएको हो ।', 'अब यो सिफारिसलाई मन्त्रिपरिषदमा लगिने र तीन जना मध्ये एक जनालाई छनोट गरेर प्रवनध निर्देशक नियुक्त गरिनेछ । कामिनी राजभण्डारीलाई बर्खास्त गरेपछि यो पद हाल रिक्त छ ।', 'टेलिकममा प्रवन्ध निर्देशक बन्न ९ जनाले आफ्नो कार्ययोजनासहित प्रस्तुतीकरण राखेका थिए । सचिव महेन्द्रमान गुरुङ संयोजकत्वको समतिले ३ अधिकारी, पहाडी र आचार्यलाई छनोट गरेर सिफारिस गरेको सञ्चार मन्त्रालय स्रोतले बतायो ।', 'अधिकारी र पहाडी अहिले पनि टेलिकममा कार्यरत कर्मचारी हुन् भने आचार्य यसअघि पनि टेलिकमममा प्रवन्ध निर्देश्कका रुपमा काम गरिसकेका व्यक्ति हुन् ।', 'प्रवन्ध निर्देशक बन्न सानउल्लाह खान, विमल आचार्य, गोकर्णप्रसाद सिटौला, नगेन्द्रकुमार दास, चन्द्रमोहन झा, प्रदीपराज उपाध्याय, अनिल कुमार झा र रामदेव यादवले पनि इच्छा देखाएका थिए ।', 'सञ्चार तथा सूचना प्रविधि मन्त्रालयले गत मंसिर २९ गते प्रवन्ध निर्देशक नियुक्तिका लागि लागि आवेदन माग गरेको थियो ।']"
‘इन्टरनेटका पिता’को निधन,"['इन्टरनेटका प्रतिपादक मानिने अमेरिकी वैज्ञानिक ल्यारी रोबर्टस्को ८१ वर्षको उमेरमा निधन भएको छ ।', 'इन्टरनेटको पहिलो प्रारुपको डिजाइन तथा निर्माण गरेका रोबर्टस्को गत २६ डिसेम्बरमा हृदयाघातका कारण निधन भएको हो ।', 'सन् १९६० को दशकमा उनले अमेरिकाको एडभान्स्ड रिसर्च प्रोजेक्ट एजेन्सीको एउटा विभागको नेतृत्व गरी आर्पानेट नामक कम्प्युटर नेटवर्कको निर्माण गरेका थिए ।', 'आर्पानेटमा विकशित प्रविधिहरु विद्यमान इन्टरनेट प्रविधिमा प्रयोग हुँदै आएका छन् ।', 'रोबोर्टलाई इन्टरनेटका चारजना जनक मध्येका एक मानिन्छ । अन्य तिनजनामा बब काह्न, भिन्ट सर्फ र लेन क्लेइनरक रहेका छन् ।', 'रोबार्टले सबैभन्दा पहिलोपटक कम्प्युटर नेटवर्कको विकास गरी डाटा ट्रान्सफरको प्रविधि पनि विकास गरे ।', 'उनले विकास गरेको आर्पानेट नामक नेटवर्क प्रणालीमा पहिलोपटक सन् १९६९ मा चारवटा कम्प्युटर जोडिए । तत् पश्चात् यस्तो नेटवर्कमा धेरै विश्वविद्यालय र अन्य अनुसन्धान संस्थाहरु तिव्र रुपमा जोडिए ।', 'आर्पानेट सन् १९८३ सम्म कायम रह्यो र त्यसपछि वृहत इन्टरनेट सञ्जालको एक भागको रुपमा रह्यो ।', 'एजेन्सी']"
